name,type_of_food,address,city,outcode,postcode,URL,rating
Akash,Curry,62 South Street,Worthing,BN14,7LS,http://www.just-eat.co.uk/restaurants-akash-bn14/menu,5
Akash,Curry,45 Sinclair Street,Helensburgh,G84,8TG,http://www.just-eat.co.uk/restaurants-akash-helensburgh/menu,0
Akash Accrington,Curry,87 Whalley Road,Accrington,BB5,1AS,http://www.just-eat.co.uk/restaurants-akash-accrington-accrington/menu,5
Akash Balti Spice,Curry,28 Newgate Street,Waltononchenaze,CO14,8AL,http://www.just-eat.co.uk/restaurants-akashbaltispice-co14/menu,5
Akash Restaurant,Curry,63A Toll Gavel,Beverley,HU17,9AA,http://www.just-eat.co.uk/restaurants-akash-restaurant/menu,5
Akash Restaurant,Curry,95 Wales Road,Sheffield,S26,6RA,http://www.just-eat.co.uk/restaurants-akash-s26/menu,5
Akash Tandoori,Curry,70 Northcote Road,London,SW11,6QL,http://www.just-eat.co.uk/restaurants-akash-tandoori-clapham/menu,4
Akash Tandoori,Curry,21 South Street,Elgin,IV30,1JZ,http://www.just-eat.co.uk/restaurants-akashtandoori-1v30/menu,5
Akash Tandoori,Curry,9 Granville Road,Wandsworth,SW18,5SB,http://www.just-eat.co.uk/restaurants-akashtandoori/menu,5
Akash Tandoori,Curry,21 High Street,Slough,SL1,7JD,http://www.just-eat.co.uk/restaurants-akashtandoori-SL1/menu,5
Akash Tandoori Restaurant,Curry,1425 Pershore Road,WestMidlands,B30,2JL,http://www.just-eat.co.uk/restaurants-akashtandoori-b30/menu,5
Akash Tandoori Restaurant,Curry,10 North Street,York,YO1,6JD,http://www.just-eat.co.uk/restaurants-akashtandoorirestaurant-yo1/menu,0
Akbar Balti,Curry,139a Derby Road,Nottingham,NG9,7AS,http://www.just-eat.co.uk/restaurants-akbar-balti-ng9/menu,5
Akbar Balti,Curry,139a Derby Road,Nottingham,NG9,7AS,http://www.just-eat.co.uk/restaurants-akbar-balti-ng9/menu,5
Akbar Tandoori Restaurant,Curry,54 Richmond Road,Kingston,KT2,5EH,http://www.just-eat.co.uk/restaurants-akbartandoorirestaurant-kt2/menu,4
Akbar Tandoori Restaurant,Curry,54 Richmond Road,Kingston,KT2,5EH,http://www.just-eat.co.uk/restaurants-akbartandoorirestaurant-kt2/menu,4
Akbars Lounge,Curry,77 Outram Street,SuttonInAshfield,NG17,4BG,http://www.just-eat.co.uk/restaurants-akbarslounge-ng17/menu,5
Akbars Lounge,Curry,77 Outram Street,SuttonInAshfield,NG17,4BG,http://www.just-eat.co.uk/restaurants-akbarslounge-ng17/menu,5
Aki's,Curry,136 Parkwood Road,Bournemouth,BH5,2BW,http://www.just-eat.co.uk/restaurants-akis-bh5/menu,5
Akmol Tandoori,Curry,47 Green Lane,Addlestone,KT15,2TX,http://www.just-eat.co.uk/restaurants-Akmol-Tandoori-KT15/menu,5
AK'z Curry House,Curry,32A Church Street,Iverness,IV1,1EH,http://www.just-eat.co.uk/restaurants-akzcurryhouse-iv1/menu,4
Al Amin,Curry,4 Deansgate Lane,Altrincham,WA15,6SB,http://www.just-eat.co.uk/restaurants-alamin-wa15/menu,4
Al Amin,Curry,4 Deansgate Lane,Altrincham,WA15,6SB,http://www.just-eat.co.uk/restaurants-alamin-wa15/menu,4
Al Amin,Curry,11 Regent Street,Runcorn,WA7,1LJ,http://www.just-eat.co.uk/restaurants-alamin-wa7/menu,4
Al Amin,Curry,182 Station Road,Addlestone,KT15,2BD,http://www.just-eat.co.uk/restaurants-alamin-kt15/menu,5
Al Amin,Curry,483 Cambridge Heath Road,London,E2,9BU,http://www.just-eat.co.uk/restaurants-alamin/menu,5
Al Amin,Curry,182 Station Road,Addlestone,KT15,2BD,http://www.just-eat.co.uk/restaurants-alamin-kt15/menu,5
Al Amir,Curry,37-39 Talbot Road,Blackpool,FY1,1LL,http://www.just-eat.co.uk/restaurants-al-amir/menu,5
Al Baraka,Curry,241a County Road,Liverpool,L4,5PE,http://www.just-eat.co.uk/restaurants-al-baraka/menu,5
Al Barakah,Curry,25 Langcliffe Road,Preston,PR2,6UE,http://www.just-eat.co.uk/restaurants-al-barakah/menu,4
Al Fresco,Curry,11A Wellington Road,Wakefield,WF2,9AA,http://www.just-eat.co.uk/restaurants-alfrescowf2/menu,5
Al Hajees Desi Khana,Curry,592 Coventry Road,Birmingham,B10,0US,http://www.just-eat.co.uk/restaurants-al-hajees-desi-khanna/menu,5
Al Hussain Grill & Chill,Curry,10A Summerville Road,Bradford,BD7,1PX,http://www.just-eat.co.uk/restaurants-alhussaingrillandchill-bd7/menu,4
Al Hussain Grill & Chill,Curry,10A Summerville Road,Bradford,BD7,1PX,http://www.just-eat.co.uk/restaurants-alhussaingrillandchill-bd7/menu,4
Al Imans Tandoori & Grill Indian,Curry,8 Quebec St Dereham,Norwich,NR19,2DJ,http://www.just-eat.co.uk/restaurants-aliman-nr19/menu,5
Al Imans Tandoori & Grill Indian,Curry,8 Quebec St Dereham,Norwich,NR19,2DJ,http://www.just-eat.co.uk/restaurants-aliman-nr19/menu,5
Al- Jumeirah,Curry,430-432 Wilmslow Road,Manchester,M20,3BW,http://www.just-eat.co.uk/restaurants-al-jumeirah/menu,4
Al- Jumeirah,Curry,430-432 Wilmslow Road,Manchester,M20,3BW,http://www.just-eat.co.uk/restaurants-al-jumeirah/menu,4
Al- Jumeirah,Curry,430-432 Wilmslow Road,Manchester,M20,3BW,http://www.just-eat.co.uk/restaurants-al-jumeirah/menu,4
Al Naseeb,Curry,11 Dorsten Square,Crawley,RH11,8XW,http://www.just-eat.co.uk/restaurants-alnaseeb-rh11/menu,4
Al Naseeb,Curry,211 Richard Shaw Lane,Pudsey,LS28,6AA,http://www.just-eat.co.uk/restaurants-alnaseebls28/menu,5
Al Naseeb,Curry,211 Richard Shaw Lane,Pudsey,LS28,6AA,http://www.just-eat.co.uk/restaurants-alnaseebls28/menu,5
Al Taj,Curry,22-24 Commonside,Sheffield,S10,1GB,http://www.just-eat.co.uk/restaurants-altaj-s10/menu,5
Al Talia & Bombay Tandoori,Curry,92 Crossgates Road,Leeds,LS15,7NL,http://www.just-eat.co.uk/restaurants-al-talia-and-bombay-tandoori/menu,5
Alachi,Curry,191 Wold Road,Hull,HU5,5PH,http://www.just-eat.co.uk/restaurants-alachi-hu5/menu,4
Aladdin Hot For You,Curry,6 High Street,Dumbarton,G82,1LL,http://www.just-eat.co.uk/restaurants-aladdin-g82/menu,5
Aladdin Indian,Curry,16 Kinclaven Gardens,Glenrothes,KY7,4UR,http://www.just-eat.co.uk/restaurants-aladdinindianky7/menu,5
Aladdin Tandoori,Curry,59 Main Street,Rutherglen,G73,2JH,http://www.just-eat.co.uk/restaurants-aladdin-tandoori-g73/menu,5
Aladdins,Curry,5 Johnstone Street,Paisley,PA1,1XQ,http://www.just-eat.co.uk/restaurants-aladdins-pa1/menu,5
Aladdins,Curry,56 Hoppers Road,London,N21,3LH,http://www.just-eat.co.uk/restaurants-aladdins-n21/menu,5
Aladdins,Curry,56 Hoppers Road,London,N21,3LH,http://www.just-eat.co.uk/restaurants-aladdins-n21/menu,5
Aladdins Balti,Curry,96 Bridge street,Northampton,NN1,1PD,http://www.just-eat.co.uk/restaurants-Aladinns-Balti/menu,5
Alam Balti,Curry,70 High Street,Dudley,DY1,1PY,http://www.just-eat.co.uk/restaurants-alam-balti/menu,4
Alam Balti Takeaway,Curry,184 Bebington Road,Wirral,CH63,7NX,http://www.just-eat.co.uk/restaurants-alambalti-ch63/menu,5
Al-Amin,Curry,11 Cambridge Road,KingstonUponThames,KT1,3NG,http://www.just-eat.co.uk/restaurants-al-amin/menu,5
Al-Amin,Curry,11 Cambridge Road,KingstonUponThames,KT1,3NG,http://www.just-eat.co.uk/restaurants-al-amin/menu,5
Al-Amin,Curry,11 Cambridge Road,KingstonUponThames,KT1,3NG,http://www.just-eat.co.uk/restaurants-al-amin/menu,5
Alamin Tandoori,Curry,75 Basingstoke Road,Reading,RG2,0ER,http://www.just-eat.co.uk/restaurants-alamintandoori-rg2/menu,5
Alamin Tandoori,Curry,51 Tavistock Street,Bedford,MK40,2RF,http://www.just-eat.co.uk/restaurants-alamintandoori-mk40/menu,5
Alams Lounge,Curry,3 Hermit Lane Barnsley,WestYorkshire,S75,1PL,http://www.just-eat.co.uk/restaurants-alamslounge-s751pl/menu,5
Al-Ayaan,Curry,8 Langley Parade,Crawley,RH11,7RS,http://www.just-eat.co.uk/restaurants-al-ayaan-rh11/menu,5
Albany Spice,Curry,Stella Building,Washington,NE37,1BH,http://www.just-eat.co.uk/restaurants-albany-spice/menu,4
Albarakah,Curry,279 Manchester Road,WestYorkshire,HD4,5AA,http://www.just-eat.co.uk/restaurants-albarakah-hd4/menu,4
Albrighton Balti,Curry,5/6 High Street,Albrighton,WV7,3JX,http://www.just-eat.co.uk/restaurants-albrightonbalti-wv7/menu,5
Al-Faisal Takeaway,Curry,42 Chapel Hill,Huddersfield,HD1,3EB,http://www.just-eat.co.uk/restaurants-al-faisal/menu,5
Al-Habib,Curry,453 Bradfrod Road,Keighley,BD20,5NH,http://www.just-eat.co.uk/restaurants-al-habib/menu,5
Ali Baba,Curry,Industrial Units Green Lane,Thatcham,RG19,3RG,http://www.just-eat.co.uk/restaurants-alibabarg19/menu,5
Ali Babas Balti,Curry,45 Branston Road,Staffordshire,DE14,3BS,http://www.just-eat.co.uk/restaurants-alibabasbalti-de14/menu,4
Ali Mahal,Curry,9 Station Road ,Bristol,BS11,9TS,http://www.just-eat.co.uk/restaurants-alimahal-bs11/menu,5
Ali Murad,Curry,285/287 Old Wakefield Road,Huddersfield,HD5,8AG,http://www.just-eat.co.uk/restaurants-ali-murad/menu,4
Ali Shan Tandoori,Curry,2/Kingfisher Pde/Rosemary La,Camberley,GU17,0LL,http://www.just-eat.co.uk/restaurants-alishantandoori/menu,5
Ali's Pizza Bar,Curry,51 Wakefield Road,Normanton,WF6,1AG,http://www.just-eat.co.uk/restaurants-alispizzabar/menu,4
Alif Express,Curry,102 Chester Road West,Shotton,CH5,1BZ,http://www.just-eat.co.uk/restaurants-alif-express-ch5/menu,4
Alifs,Curry,170 New Street Blackrod,Horwich,BL6,5AQ,http://www.just-eat.co.uk/restaurants-alifs/menu,5
Alifs,Curry,170 New Street Blackrod,Horwich,BL6,5AQ,http://www.just-eat.co.uk/restaurants-alifs/menu,5
Alifs,Curry,170 New Street Blackrod,Horwich,BL6,5AQ,http://www.just-eat.co.uk/restaurants-alifs/menu,5
Aligarh Indian Restaurant,Curry,32-34 Sandygate Road,Sheffield,S10,5RY,http://www.just-eat.co.uk/restaurants-aligarh-indian-restaurant-fox-house/menu,5
Alima Pizza Delight,Curry,13 Meredith Road,Ipswich,IP1,6ED,http://www.just-eat.co.uk/restaurants-alimapizzadelight-ip1/menu,5
Ali's,Curry,17 Hyndland Street,Glasgow,G11,5QE,http://www.just-eat.co.uk/restaurants-alis-g11/menu,5
Ali's & De-Niros,Curry,4 Wesley Street,Wakefield,WF5,8ER,http://www.just-eat.co.uk/restaurants-alis-and-deniros/menu,5
Ali's Balti House,Curry,1243 Bourges Boulevard,Peterborough,PE1,2AU,http://www.just-eat.co.uk/restaurants-alisbaltihouse-pe1/menu,5
Ali's BBQ Hut,Curry,211 Gain Lane,Bradford,BD2,3LW,http://www.just-eat.co.uk/restaurants-alisbbqhut-bd2/menu,5
Ali's BBQ Hut,Curry,211 Gain Lane,Bradford,BD2,3LW,http://www.just-eat.co.uk/restaurants-alisbbqhut-bd2/menu,5
Alis Cuisine,Curry,61a Westgate End,Wakefield,WF2,9RL,http://www.just-eat.co.uk/restaurants-aliscuisine-wf2/menu,5
Ali's Fast Food,Curry,5 Cherry Tree Road North,Blackpool,FY4,4NY,http://www.just-eat.co.uk/restaurants-alisfastfood-fy4/menu,5
Ali's Indian Cuisine,Curry,9 Pytchley Court,Corby,NN17,2QD,http://www.just-eat.co.uk/restaurants-alis-indian-cuisine/menu,5
Ali's Indian Grill,Curry,335-337 High Street,Cheltenham,GL50,3HS,http://www.just-eat.co.uk/restaurants-alis-indiangrill-gl50/menu,4
Ali's Indian Restaurant and Takeaway,Curry,Unit 6,Holtonleclay,DN36,5DH,http://www.just-eat.co.uk/restaurants-alisindiantakeaway-dn36/menu,5
Alis Indian Takeaway,Curry,Moravian Business Park,Bristol,BS15,8NF,http://www.just-eat.co.uk/restaurants-alis-indian/menu,5
Ali's Kebab & Pizza,Curry,28 High Street,Lurgan,BT66,8AW,http://www.just-eat.co.uk/restaurants-alis-kebab-and-pizza-bt66/menu,4
Alis Kebab House,Curry,180 Kingsway,Belfast,BT17,9AD,http://www.just-eat.co.uk/restaurants-aliskebabhouse-bt17/menu,4
Ali's Kitchen,Curry,89 Liverpool Road,Lancashire,M44,6FN,http://www.just-eat.co.uk/restaurants-alis-kitchen-manchester/menu,5
Ali's Kitchen,Curry,89 Liverpool Road,Lancashire,M44,6FN,http://www.just-eat.co.uk/restaurants-alis-kitchen-manchester/menu,5
Ali's Takeaway,Curry,136 Central Drive,Blackpool,FY1,5DY,http://www.just-eat.co.uk/restaurants-alis-takeaway-fy1/menu,5
Alisha,Curry,93 Charleston Drive,Dundee,DD2,2HB,http://www.just-eat.co.uk/restaurants-alisha-dd2/menu,5
Alisha,Curry,95a Bolton Street,Chorley,PR7,3AQ,http://www.just-eat.co.uk/restaurants-alisha-pr7/menu,5
Alisha Tandoori Restaurant & Takeaway,Curry,55 Canterbury Street,Gillingham,ME7,5TR,http://www.just-eat.co.uk/restaurants-alisha-gillingham/menu,5
Alishaan,Curry,West Street,Sompting,BN15,0AP,http://www.just-eat.co.uk/restaurants-alishaan-bn15/menu,5
Alishaan Cafe,Curry,11 Station Rd,Sunderland,SR6,9AA,http://www.just-eat.co.uk/restaurants-alishaan-cafe-cleadon/menu,5
Alishaan Takeaway,Curry,90 Hawthorn Road,Birmingham,B44,8QP,http://www.just-eat.co.uk/restaurants-alishaantakeawayb44/menu,5
Alishan Tandoori,Curry,19 Osborne Street,Colchester,CO2,7DP,http://www.just-eat.co.uk/restaurants-alishantandoori-co2/menu,5
Aliz Takeaway,Curry,25 Bridge Street,EastLothian,EH33,1AQ,http://www.just-eat.co.uk/restaurants-aliz-takeaway-eh33/menu,4
Alizaks,Curry,172 Moorside Road,Swinton,M27,0LE,http://www.just-eat.co.uk/restaurants-alizaksm27/menu,5
Al-Jamil Balti Restaurant,Curry,3-5 Front Street,Pontefract,WF8,1DA,http://www.just-eat.co.uk/restaurants-al-jamil-balti/menu,5
Al-Jamil Balti Takeaway,Curry,77 Station Lane,Featherstone,WF7,5BJ,http://www.just-eat.co.uk/restaurants-al-jamil-wf7/menu,5
Al-Khyam,Curry,5 Playfield Road,Kennington,OX1,5RS,http://www.just-eat.co.uk/restaurants-al-khyam/menu,5
All In One,Curry,12 Marne Street,Glasgow,G31,2TD,http://www.just-eat.co.uk/restaurants-allinone/menu,4
All In One Tandoori,Curry,59 Main Street,Lochgelly,KY5,9AF,http://www.just-eat.co.uk/restaurants-allinonetandoori-ky5/menu,5
Allenton Balti House,Curry,807 Osmaston Road,Derby,DE24,9BA,http://www.just-eat.co.uk/restaurants-allentonbaltihouse-de24/menu,5
Allenton Kebabs,Curry,821a Osmaston Road,Derby,DE24,9BQ,http://www.just-eat.co.uk/restaurants-allenton-kebabs/menu,4
Alleppey Restaurant,Curry,332 332 Kingston Road,Surrey,KT19,0DT,http://www.just-eat.co.uk/restaurants-alleppey-kt19/menu,5
Allspice Indian Takeaway,Curry,389 Bath Road,Avon,BS4,3EU,http://www.just-eat.co.uk/restaurants-allspiceindiantakeaway-bs4/menu,5
Ally's Curry Palace,Curry,85 The Square,Stirling,FK7,7JE,http://www.just-eat.co.uk/restaurants-allyscurrypalace-fk7/menu,5
Al-Madina Tandoori,Curry,5 Woodlands Road,Kent,ME20,6HE,http://www.just-eat.co.uk/restaurants-almadinatandoori-me20/menu,4
Al-Madina Tandoori,Curry,5 Woodlands Road,Kent,ME20,6HE,http://www.just-eat.co.uk/restaurants-almadinatandoori-me20/menu,4
Al-Malik,Curry,80 John Street,Rochester,ME1,1YW,http://www.just-eat.co.uk/restaurants-al-malik-me1/menu,5
Almanzar Tandoori,Curry,61-65 Glasgow Road,Rutherglen,G73,1LJ,http://www.just-eat.co.uk/restaurants-almanzatandoori/menu,5
Al-minar Tandoori Takeaway,Curry,26 Larkholme Parade,Fleetwood,FY7,8NE,http://www.just-eat.co.uk/restaurants-alminartandoori-fy7/menu,5
Al-Mirage Restaurant,Curry,215 Upper Tooting Road,London,SW17,7TG,http://www.just-eat.co.uk/restaurants-almiragerestaurant-sw17/menu,5
Al-Mirage Restaurant,Curry,215 Upper Tooting Road,London,SW17,7TG,http://www.just-eat.co.uk/restaurants-almiragerestaurant-sw17/menu,5
Almondbury Balti House,Curry,3 Southfield Road Almondbury,Huddersfield,HD5,8RY,http://www.just-eat.co.uk/restaurants-almondburybalti/menu,5
Alpona,Curry,2 Summer Road,ThamesDitton,KT7,0QQ,http://www.just-eat.co.uk/restaurants-alpona/menu,4
Alraj,Curry,1 Mayfield Road,Dunstable,LU5,4BB,http://www.just-eat.co.uk/restaurants-alraj-lu5/menu,5
Alraj,Curry,1 Mayfield Road,Dunstable,LU5,4BB,http://www.just-eat.co.uk/restaurants-alraj-lu5/menu,5
Al's Tikka Grill,Curry,33 Ashton Road,Bristol,BS3,2EG,http://www.just-eat.co.uk/restaurants-als-tikka-grill/menu,5
Altafs Balti,Curry,166 Tolladine Road,Worcester,WR4,9QH,http://www.just-eat.co.uk/restaurants-altafsbalti-wr4/menu,5
Altaf's Indian Takeaway,Curry,65 Fore Street,Torquay,TQ2,8BJ,http://www.just-eat.co.uk/restaurants-altafsindian/menu,5
Alva Tandoori,Curry,74-76 Sterling Street,Alva,FK12,5EA,http://www.just-eat.co.uk/restaurants-alvatandoori-fk12/menu,5
Alvaston Fast Food Curries Takeaway,Curry,1285A London Road,Derby,DE24,8QN,http://www.just-eat.co.uk/restaurants-alvastonfastfood-de24/menu,5
Alvaston Kebab,Curry,1286 London Road,Derby,DE24,8QP,http://www.just-eat.co.uk/restaurants-alvaston-kebab-de24/menu,5
Amaanas Indian Takeaway,Curry,10A Bramhall Lane,Stockport,SK2,6HR,http://www.just-eat.co.uk/restaurants-amaanas-indian-sk2/menu,5
Amaan's,Curry,3 Station Approach,Staines,TW18,4LY,http://www.just-eat.co.uk/restaurants-amaans-tw18/menu,5
Amaans Fast Foods Ltd,Curry,543 Great Horton Road,Bradford,BD7,4EG,http://www.just-eat.co.uk/restaurants-amaansfastfoods-bd7/menu,4
Amaan's Grill House,Curry,12 Legrams Lane,WestYorkshire,BD7,1ND,http://www.just-eat.co.uk/restaurants-amaans-bd7/menu,5
Amaan's Grill House,Curry,12 Legrams Lane,WestYorkshire,BD7,1ND,http://www.just-eat.co.uk/restaurants-amaans-bd7/menu,5
Amaans Kitchen,Curry,30-32 Chapel Hill,WestYorkshire,LS27,8JP,http://www.just-eat.co.uk/restaurants-amaanskitchen-ls27/menu,5
Amaans Kitchen,Curry,30-32 Chapel Hill,WestYorkshire,LS27,8JP,http://www.just-eat.co.uk/restaurants-amaanskitchen-ls27/menu,5
Amaans Kitchen,Curry,30-32 Chapel Hill,WestYorkshire,LS27,8JP,http://www.just-eat.co.uk/restaurants-amaanskitchen-ls27/menu,5
Amala,Curry,303 High Road,Benfleet,SS7,5HA,http://www.just-eat.co.uk/restaurants-amala-benfleet/menu,5
Aman Indian Restaurant,Curry,476 Oldham Road,Failsworth,M35,0FH,http://www.just-eat.co.uk/restaurants-aman-indian-restaurant-failsworth/menu,5
Aman Tandoori,Curry,14 Westmorland Close,Macclesfield,SK10,3ET,http://www.just-eat.co.uk/restaurants-aman-tandoori-macclesfield/menu,4
Amani Classic Punjabi Indian Cuisine,Curry,124 Morningside Road,Edinburgh,EH10,4BX,http://www.just-eat.co.uk/restaurants-amaniclassic-eh10/menu,5
Amantola,Curry,Welsh Road,Flintshire,CH5,2RF,http://www.just-eat.co.uk/restaurants-amantola-ch5/menu,4
Amarah's Curry & Grill,Curry,1241 Bourges Boulevard,Peterborough,PE1,2AU,http://www.just-eat.co.uk/restaurants-amarahscurryandgrill-pe1/menu,5
Ambala,Curry,205-207 Great Horton Road,Bradford,BD7,1RP,http://www.just-eat.co.uk/restaurants-Ambala-BF7/menu,5
Ambala,Curry,205-207 Great Horton Road,Bradford,BD7,1RP,http://www.just-eat.co.uk/restaurants-Ambala-BF7/menu,5
Ambal's Restaurant,Curry,4 Bridge Street,ABERDEEN,AB11,6JJ,http://www.just-eat.co.uk/restaurants-ambals-restaurant-aberdeen/menu,5
Ambia,Curry,29A Station Road,Clwyd,CH5,1SU,http://www.just-eat.co.uk/restaurants-ambia-ch5/menu,5
Ambuja Indian Restraunt,Curry,513 Pensby Road,Wirral,CH61,7UQ,http://www.just-eat.co.uk/restaurants-ambuja-ch61/menu,5
Ameera's,Curry,61 Hylton Road,TyneandWear,SR4,7AF,http://www.just-eat.co.uk/restaurants-ameeras-sr4/menu,5
Amera Rani,Curry,248 Brighton Road,SouthCroydon,CR2,6AH,http://www.just-eat.co.uk/restaurants-amerarani/menu,5
Amera Rani,Curry,248 Brighton Road,SouthCroydon,CR2,6AH,http://www.just-eat.co.uk/restaurants-amerarani/menu,5
Amesbury Spice,Curry,3 Earls Court Road,Amesbury,SP4,7LY,http://www.just-eat.co.uk/restaurants-amesbury-spice/menu,5
Amin Finest Indian Takeaway,Curry,177 School Lane,Dibsbury,M19,1GN,http://www.just-eat.co.uk/restaurants-aminfinestindian/menu,5
Amin Finest Indian Takeaway,Curry,177 School Lane,Dibsbury,M19,1GN,http://www.just-eat.co.uk/restaurants-aminfinestindian/menu,5
Amina,Curry,5 Sutton Oak Corner,Birmingham,B74,2DH,http://www.just-eat.co.uk/restaurants-amina-streetly/menu,5
Aminah Tandoori,Curry,2 Peter Street,Altrincham,WA14,2DS,http://www.just-eat.co.uk/restaurants-aminahtandoori-wa14/menu,5
Aminah Tandoori,Curry,2 Peter Street,Altrincham,WA14,2DS,http://www.just-eat.co.uk/restaurants-aminahtandoori-wa14/menu,5
Amina's Fine Indian Cuisine,Curry,26 Main Street Cowie,Stirling,FK7,7BL,http://www.just-eat.co.uk/restaurants-aminasfineindian-fk7/menu,5
Amina's Tandoori,Curry,13 William Street,Lurgan,BT66,6JA,http://www.just-eat.co.uk/restaurants-aminastandoori-bt66/menu,5
Amin's,Curry,526 Manchester Road,Huddersfield,HD4,5SG,http://www.just-eat.co.uk/restaurants-amins-hd4/menu,5
Amir Balti House,Curry,26 Grange Road West Wirral,Birkenhead,CH41,4DA,http://www.just-eat.co.uk/restaurants-amirbaltihousech41/menu,5
Amirah Balti,Curry,15 Station Road,Manchester,M41,9JG,http://www.just-eat.co.uk/restaurants-amirahbaltim41/menu,5
Amirah's Kitchen,Curry,356 Old York Road,London,SW18,1SS,http://www.just-eat.co.uk/restaurants-amirahskitchen-sw18/menu,5
Amir's Restaurant,Curry,57 Hallsville Road,London,E16,1EE,http://www.just-eat.co.uk/restaurants-amirsrestaurant-e16/menu,5
Amirul Indian & Thai Restaurant,Curry,10 Leicester Road,Loughborough,LE12,8ET,http://www.just-eat.co.uk/restaurants-amirulindian-le12/menu,4
Ammaiyra Takeaway,Curry,72 Bury Old Road,Whitefield,M45,6TL,http://www.just-eat.co.uk/restaurants-ammaiyra-m45/menu,5
Ammaiyra Takeaway,Curry,72 Bury Old Road,Whitefield,M45,6TL,http://www.just-eat.co.uk/restaurants-ammaiyra-m45/menu,5
Amma's Curry,Curry,257 Gorgie Road,Edinburgh,EH11,1TX,http://www.just-eat.co.uk/restaurants-ammascurry-eh11/menu,5
Amma's Curry,Curry,257 Gorgie Road,Edinburgh,EH11,1TX,http://www.just-eat.co.uk/restaurants-ammascurry-eh11/menu,5
Amritsar,Curry,1 Houndgate,Darlington,DL1,5SG,http://www.just-eat.co.uk/restaurants-amritsar-darlington/menu,5
Amritsar Tandoori Restaurant,Curry,274 High Street,Kirkcaldy,KY1,1LB,http://www.just-eat.co.uk/restaurants-Amristar-ky1/menu,5
Amro's Tandoori,Curry,1228 Royston Road,Glasgow,G33,1EX,http://www.just-eat.co.uk/restaurants-amrostandoori/menu,4
Amro's Tandoori,Curry,1228 Royston Road,Glasgow,G33,1EX,http://www.just-eat.co.uk/restaurants-amrostandoori/menu,4
Anaarkali Restaurant,Curry,42 Heath Road,Sheffield,S42,5RA,http://www.just-eat.co.uk/restaurants-anaarkali-s42/menu,5
Anamika,Curry,111 Watling Street,Gillingham,ME7,2YX,http://www.just-eat.co.uk/restaurants-anamikame7/menu,5
Anarkali,Curry,101 High Street South,Dunstable,LU6,3SQ,http://www.just-eat.co.uk/restaurants-anarkali-lu6/menu,3
Anarkali,Curry,47 The Tything,Worcester,WR1,1JT,http://www.just-eat.co.uk/restaurants-anarkali-wr1/menu,5
Anaya's Kilbirnie,Curry,13 Bridgend,Ayrshire,KA25,7DJ,http://www.just-eat.co.uk/restaurants-anayas-kilbirnie-ka25/menu,5
Anaya's Kilbirnie,Curry,13 Bridgend,Ayrshire,KA25,7DJ,http://www.just-eat.co.uk/restaurants-anayas-kilbirnie-ka25/menu,5
Anaz Indian Takeaway,Curry,69A St. Johns,Worcester,WR2,5AG,http://www.just-eat.co.uk/restaurants-anaz-indian-takeawayWR2/menu,5
Andover Tandoori,Curry,1 Atholl Court,Andover,SP10,4BB,http://www.just-eat.co.uk/restaurants-blueginger-rg28/menu,5
Andover Tandoori,Curry,1 Atholl Court,Andover,SP10,4BB,http://www.just-eat.co.uk/restaurants-blueginger-rg28/menu,5
Angeethi Indian Express,Curry,168 Kells Lane,Tyne&Wear,NE9,5HY,http://www.just-eat.co.uk/restaurants-angeethi-indian-express-wrekenton/menu,5
Angel Curry Centre,Curry,5 Chapel Market,Islington,N1,9EZ,http://www.just-eat.co.uk/restaurants-angelcurrycentre/menu,5
Angel Curry Centre,Curry,5 Chapel Market,Islington,N1,9EZ,http://www.just-eat.co.uk/restaurants-angelcurrycentre/menu,5
Angel Curry Centre,Curry,5 Chapel Market,Islington,N1,9EZ,http://www.just-eat.co.uk/restaurants-angelcurrycentre/menu,5
Angel Falls Indian Cuisine,Curry,218 Broadway,Oxfordshire,OX11,8RS,http://www.just-eat.co.uk/restaurants-Angel-Falls-OX11/menu,4
Angon,Curry,124 Turves Road,CheadleHulme,SK8,6AW,http://www.just-eat.co.uk/restaurants-Angon-sk8/menu,5
Angon,Curry,124 Turves Road,CheadleHulme,SK8,6AW,http://www.just-eat.co.uk/restaurants-Angon-sk8/menu,5
Angra,Curry,19 Cooden Sea Road,BexhillOnSea,TN39,4SJ,http://www.just-eat.co.uk/restaurants-angra-tn39/menu,3
Angra,Curry,19 Cooden Sea Road,BexhillOnSea,TN39,4SJ,http://www.just-eat.co.uk/restaurants-angra-tn39/menu,3
Anica Indian Restaurant,Curry,3-4 Deans Court,Bicester,OX26,6RD,http://www.just-eat.co.uk/restaurants-anica-indian/menu,4
Anica Indian Restaurant,Curry,3-4 Deans Court,Bicester,OX26,6RD,http://www.just-eat.co.uk/restaurants-anica-indian/menu,4
Anika,Curry,16 Marsh House Lane,Warrington,WA1,3QY,http://www.just-eat.co.uk/restaurants-anika-wa1/menu,5
Anika Balti Express,Curry,266 Narborough Road,Leicester,LE3,2AP,http://www.just-eat.co.uk/restaurants-anikabaltiexpressle3/menu,5
Anika Indian Takeaway,Curry,46 Wigan Lane,Wigan,WN1,1XS,http://www.just-eat.co.uk/restaurants-Anika-Indian-WN1/menu,5
Anikas Indian Takeaway,Curry,12 Hercies Road,Hillingdon,UB10,9NA,http://www.just-eat.co.uk/restaurants-anikasindian-ub10/menu,5
